Sentence_no,Token,Token_ID,Token_TYPE,Token_no,Partition
39,be,T103,Pred_Name,8,2
39,either,P,NONE,9,2
39,FILE_SYNC4,T86,Value,10,2
39,",",P,NONE,11,2
39,DATA_SYNC4,T85,Value,12,2
39,",",P,NONE,13,2
39,or,T91,or,14,2
39,UNSTABLE4,T87,Value,15,2
39,.,P,NONE,16,2
40,If,T118,if_else,0,2
40,a,P,NONE,1,2
40,client,P,NONE,2,2
40,writes,T120,Op_return,3,2
40,data,T121,Variable,4,2
40,to,P,NONE,5,2
40,the,P,NONE,6,2
40,server,P,NONE,7,2
40,with,T122,and,8,2
40,the,P,NONE,9,2
40,stable,T123,Variable,10,2
40,argument,P,NONE,11,2
40,set,T124,Pred_Name,12,2
40,to,T124,Pred_Name,13,2
40,UNSTABLE4,T125,Value,14,2
40,and,T126,and,15,2
40,the,P,NONE,16,2
40,reply,P,NONE,17,2
40,yields,P,NONE,18,2
40,a,P,NONE,19,2
40,committed,T127,Variable,20,2
40,response,T127,Variable,21,2
40,of,T129,Pred_Name,22,2
40,DATA_SYNC4,T131,Value,23,2
40,or,T128,or,24,2
40,UNSTABLE4,T130,Value,25,2
40,",",P,NONE,26,2
40,the,P,NONE,27,2
40,client,P,NONE,28,2
40,will,P,NONE,29,2
40,follow,P,NONE,30,2
40,up,P,NONE,31,2
40,at,P,NONE,32,2
40,some,P,NONE,33,2
40,time,P,NONE,34,2
40,in,P,NONE,35,2
40,the,P,NONE,36,2
40,future,P,NONE,37,2
40,with,P,NONE,38,2
40,a,P,NONE,39,2
40,COMMIT,T132,Func_Name,40,2
40,operation,P,NONE,41,2
40,to,P,NONE,42,2
40,synchronize,P,NONE,43,2
40,outstanding,P,NONE,44,2
40,asynchronous,P,NONE,45,2
40,data,P,NONE,46,2
40,and,P,NONE,47,2
40,metadata,P,NONE,48,2
40,with,P,NONE,49,2
40,the,P,NONE,50,2
40,server's,P,NONE,51,2
40,stable,P,NONE,52,2
40,"storage,",P,NONE,53,2
40,barring,P,NONE,54,2
40,client,P,NONE,55,2
40,error,P,NONE,56,2
40,.,P,NONE,57,2
41,"Thus,",P,NONE,0,2
41,a,P,NONE,1,2
41,WRITE,T134,Op_return,2,2
41,request,T134,Op_return,3,2
41,with,T143,if_else,4,2
41,count,T135,Variable,5,2
41,set,T136,Pred_Name,6,2
41,to,T136,Pred_Name,7,2
41,0,T137,Value,8,2
41,should,T138,Pred_Name,9,2
41,not,T138,Pred_Name,10,2
41,cause,P,NONE,11,2
41,the,P,NONE,12,2
41,time_modify,T142,Variable,13,2
41,attribute,T140,Func_Name,14,2
41,of,P,NONE,15,2
41,the,T141,Variable,16,2
41,file,T141,Variable,17,2
41,to,P,NONE,18,2
41,be,T139,Func_Name,19,2
41,updated,T139,Func_Name,20,2
41,.,P,NONE,21,2
42,Some,P,NONE,0,2
42,implementations,P,NONE,1,2
42,may,P,NONE,2,2
42,return,P,NONE,3,2
42,NFS4ERR_NOSPC,T149,Value,4,2
42,instead,P,NONE,5,2
42,of,P,NONE,6,2
42,NFS4ERR_DQUOT,T150,Value,7,2
42,when,P,NONE,8,2
42,a,P,NONE,9,2
42,user's,P,NONE,10,2
42,quota,P,NONE,11,2
42,is,P,NONE,12,2
42,exceeded,P,NONE,13,2
42,.,P,NONE,14,2
43,In,T145,if_else,0,2
43,the,T145,if_else,1,2
43,case,T145,if_else,2,2
43,that,T145,if_else,3,2
43,the,P,NONE,4,2
43,current,T144,Variable,5,2
43,filehandle,T144,Variable,6,2
43,is,T146,Pred_Name,7,2
43,a,T146,Pred_Name,8,2
43,directory,T146,Pred_Name,9,2
43,",",P,NONE,10,2
43,the,P,NONE,11,2
43,server,P,NONE,12,2
43,will,P,NONE,13,2
43,return,T152,Op_return,14,2
43,NFS4ERR_ISDIR,T148,Value,15,2
43,.,P,NONE,16,2
44,If,T155,if_else,0,2
44,the,P,NONE,1,2
44,current,T156,Variable,2,2
44,filehandle,T156,Variable,3,2
44,is,T157,Pred_Name,4,2
44,not,T157,Pred_Name,5,2
44,a,T157,Pred_Name,6,2
44,regular,T157,Pred_Name,7,2
44,file,T157,Pred_Name,8,2
44,or,T159,or,9,2
44,a,T158,Pred_Name,10,2
44,directory,T158,Pred_Name,11,2
44,",",P,NONE,12,2
44,the,P,NONE,13,2
44,server,P,NONE,14,2
44,will,P,NONE,15,2
44,return,T153,Op_return,16,2
44,NFS4ERR_INVAL,T151,Value,17,2
44,.,P,NONE,18,2
45,If,P,NONE,0,2
45,mandatory,P,NONE,1,2
45,file,P,NONE,2,2
45,locking,P,NONE,3,2
45,is,P,NONE,4,2
45,on,P,NONE,5,2
45,for,P,NONE,6,2
45,the,P,NONE,7,2
45,"file,",P,NONE,8,2
45,and,P,NONE,9,2
45,a,P,NONE,10,2
45,corresponding,P,NONE,11,2
45,record,P,NONE,12,2
45,of,P,NONE,13,2
45,the,P,NONE,14,2
45,data,P,NONE,15,2
45,to,P,NONE,16,2
45,be,P,NONE,17,2
45,written,P,NONE,18,2
45,to,P,NONE,19,2
45,file,P,NONE,20,2
45,is,P,NONE,21,2
45,read,P,NONE,22,2
45,or,P,NONE,23,2
45,write,P,NONE,24,2
45,locked,P,NONE,25,2
45,by,P,NONE,26,2
45,an,P,NONE,27,2
45,owner,P,NONE,28,2
45,that,P,NONE,29,2
45,is,P,NONE,30,2
45,not,P,NONE,31,2
45,associated,P,NONE,32,2
45,with,P,NONE,33,2
45,the,P,NONE,34,2
45,"stateid,",P,NONE,35,2
45,the,P,NONE,36,2
45,server,P,NONE,37,2
45,will,P,NONE,38,2
45,return,T161,Op_return,39,2
45,NFS4ERR_LOCKED,T162,Value,40,2
45,.,P,NONE,41,2
46,If,T1,if_else,0,0
46,the,P,NONE,1,0
46,file,T6,Variable,2,0
46,does,T4,Pred_Name,3,0
46,not,T4,Pred_Name,4,0
46,exist,T4,Pred_Name,5,0
46,at,P,NONE,6,0
46,the,P,NONE,7,0
46,server,P,NONE,8,0
46,and,T2,and,9,0
46,creation,T3,Pred_Name,10,0
46,is,T3,Pred_Name,11,0
46,"desired,",T3,Pred_Name,12,0
46,specification,P,NONE,13,0
46,of,P,NONE,14,0
46,the,P,NONE,15,0
46,method,T8,Variable,16,0
46,of,T8,Variable,17,0
46,creation,T8,Variable,18,0
46,is,P,NONE,19,0
46,provided,T9,Pred_Name,20,0
46,by,T9,Pred_Name,21,0
46,the,P,NONE,22,0
46,openhow,T7,Variable,23,0
46,parameter,P,NONE,24,0
46,.,P,NONE,25,0
47,The,P,NONE,0,0
47,client,P,NONE,1,0
47,has,P,NONE,2,0
47,the,P,NONE,3,0
47,choice,T11,Pred_Name,4,0
47,of,P,NONE,5,0
47,three,P,NONE,6,0
47,creation,P,NONE,7,0
47,methods:,P,NONE,8,0
47,UNCHECKED4,T14,Value,9,0
47,",",P,NONE,10,0
47,GUARDED4,T15,Value,11,0
47,",",P,NONE,12,0
47,or,T12,or,13,0
47,EXCLUSIVE4,T16,Value,14,0
47,.,P,NONE,15,0
48,If,T17,if_else,0,0
48,the,P,NONE,1,0
48,current,T18,Variable,2,0
48,filehandle,T18,Variable,3,0
48,is,T19,Pred_Name,4,0
48,a,P,NONE,5,0
48,named,T20,Variable,6,0
48,attribute,T20,Variable,7,0
48,directory,T20,Variable,8,0
48,",",P,NONE,9,0
48,OPEN,T21,OperationName,10,0
48,will,P,NONE,11,0
48,then,P,NONE,12,0
48,create,T22,Func_Name,13,0
48,or,T25,or,14,0
48,open,T23,Func_Name,15,0
48,a,P,NONE,16,0
48,named,T24,Variable,17,0
48,attribute,T24,Variable,18,0
48,file,T24,Variable,19,0
48,.,P,NONE,20,0
49,If,T26,if_else,0,0
49,the,P,NONE,1,0
49,createmode,T27,Variable,2,0
49,is,T36,Pred_Name,3,0
49,EXCLUSIVE4,T28,Value,4,0
49,and,T29,and,5,0
49,the,P,NONE,6,0
49,current,T30,Variable,7,0
49,filehandle,T30,Variable,8,0
49,is,T31,Pred_Name,9,0
49,a,P,NONE,10,0
49,named,T32,Variable,11,0
49,attribute,T32,Variable,12,0
49,directory,T32,Variable,13,0
49,",",P,NONE,14,0
49,the,P,NONE,15,0
49,server,P,NONE,16,0
49,will,P,NONE,17,0
49,return,T33,Op_return,18,0
49,EINVAL,T35,Value,19,0
49,.,P,NONE,20,0
50,UNCHECKED4,T37,Value,0,0
50,means,P,NONE,1,0
50,that,P,NONE,2,0
50,the,P,NONE,3,0
50,file,P,NONE,4,0
50,should,P,NONE,5,0
50,be,P,NONE,6,0
50,created,P,NONE,7,0
50,if,P,NONE,8,0
50,a,P,NONE,9,0
50,file,P,NONE,10,0
50,of,P,NONE,11,0
50,that,P,NONE,12,0
50,name,P,NONE,13,0
50,does,P,NONE,14,0
50,not,P,NONE,15,0
50,exist,P,NONE,16,0
50,and,P,NONE,17,0
50,encountering,P,NONE,18,0
50,an,P,NONE,19,0
50,existing,P,NONE,20,0
50,regular,P,NONE,21,0
50,file,P,NONE,22,0
50,of,P,NONE,23,0
50,that,P,NONE,24,0
50,name,P,NONE,25,0
50,is,P,NONE,26,0
50,not,P,NONE,27,0
50,an,P,NONE,28,0
50,error,P,NONE,29,0
50,.,P,NONE,30,0
51,For,P,NONE,0,0
51,this,P,NONE,1,0
51,type,P,NONE,2,0
51,of,P,NONE,3,0
51,"create,",P,NONE,4,0
51,createattrs,T39,Variable,5,0
51,specifies,T38,Pred_Name,6,0
51,the,P,NONE,7,0
51,initial,T43,Variable,8,0
51,set,T43,Variable,9,0
51,of,T43,Variable,10,0
51,attributes,T43,Variable,11,0
51,for,T40,Func_Name,12,0
51,the,P,NONE,13,0
51,file,T41,Variable,14,0
51,.,P,NONE,15,0
52,The,P,NONE,0,0
52,set,T42,Variable,1,0
52,of,T42,Variable,2,0
52,attributes,T42,Variable,3,0
52,may,T44,Pred_Name,4,0
52,include,T44,Pred_Name,5,0
52,any,P,NONE,6,0
52,writable,T47,Variable,7,0
52,attribute,T47,Variable,8,0
52,valid,T45,Func_Name,9,0
52,for,T45,Func_Name,10,0
52,regular,T46,Variable,11,0
52,files,T46,Variable,12,0
52,.,P,NONE,13,0
53,When,T48,if_else,0,0
53,an,P,NONE,1,0
53,UNCHECKED4,T49,Func_Name,2,0
53,create,T50,OperationName,3,0
53,encounters,T51,Pred_Name,4,0
53,an,P,NONE,5,0
53,existing,T52,Func_Name,6,0
53,file,T53,Variable,7,0
53,",",P,NONE,8,0
53,the,P,NONE,9,0
53,attributes,T54,Variable,10,0
53,specified,T56,Pred_Name,11,0
53,by,P,NONE,12,0
53,createattrs,T55,Variable,13,0
53,are,P,NONE,14,0
53,not,T57,Pred_Name,15,0
53,used,T57,Pred_Name,16,0
53,",",P,NONE,17,0
53,except,T58,if_else,18,0
53,that,T58,if_else,19,0
53,when,T58,if_else,20,0
53,a,P,NONE,21,0
53,size,T59,Variable,22,0
53,of,P,NONE,23,0
53,zero,T60,Value,24,0
53,is,P,NONE,25,0
53,specified,T61,Pred_Name,26,0
53,",",P,NONE,27,0
53,the,P,NONE,28,0
53,existing,T63,Pred_Name,29,0
53,file,T62,Variable,30,0
53,is,P,NONE,31,0
53,truncated,T64,Func_Name,32,0
53,.,P,NONE,33,0
54,If,T65,if_else,0,0
54,GUARDED4,T66,Value,1,0
54,is,P,NONE,2,0
54,specified,T67,Pred_Name,3,0
54,",",P,NONE,4,0
54,the,P,NONE,5,0
54,server,P,NONE,6,0
54,checks,T68,Pred_Name,7,0
54,for,P,NONE,8,0
54,the,P,NONE,9,0
54,presence,T71,Pred_Name,10,0
54,of,P,NONE,11,0
54,a,P,NONE,12,0
54,duplicate,T70,Pred_Name,13,0
54,object,T69,Variable,14,0
54,by,P,NONE,15,0
54,name,P,NONE,16,0
54,before,P,NONE,17,0
54,performing,P,NONE,18,0
54,the,P,NONE,19,0
54,create,P,NONE,20,0
54,.,P,NONE,21,0
55,If,T73,if_else,0,0
55,a,P,NONE,1,0
55,duplicate,T74,Pred_Name,2,0
55,exists,T74,Pred_Name,3,0
55,",",P,NONE,4,0
55,an,P,NONE,5,0
55,error,P,NONE,6,0
55,of,P,NONE,7,0
55,NFS4ERR_EXIST,T76,Value,8,0
55,is,P,NONE,9,0
55,returned,T75,Op_return,10,0
55,as,P,NONE,11,0
55,the,P,NONE,12,0
55,status,P,NONE,13,0
55,.,P,NONE,14,0
56,If,T77,if_else,0,0
56,the,P,NONE,1,0
56,object,T78,Variable,2,0
56,does,T79,Pred_Name,3,0
56,not,T79,Pred_Name,4,0
56,exist,T79,Pred_Name,5,0
56,",",P,NONE,6,0
56,the,P,NONE,7,0
56,request,P,NONE,8,0
56,is,P,NONE,9,0
56,performed,P,NONE,10,0
56,as,P,NONE,11,0
56,described,P,NONE,12,0
56,for,P,NONE,13,0
56,UNCHECKED4,P,NONE,14,0
56,.,P,NONE,15,0
57,If,T118,if_else,0,0
57,the,P,NONE,1,0
57,object,T140,Variable,2,0
57,does,T139,Pred_Name,3,0
57,not,T139,Pred_Name,4,0
57,exist,T139,Pred_Name,5,0
57,",",P,NONE,6,0
57,the,P,NONE,7,0
57,server,P,NONE,8,0
57,creates,T141,Func_Name,9,0
57,the,P,NONE,10,0
57,object,T146,Variable,11,0
57,and,T145,and,12,0
57,stores,T142,Func_Name,13,0
57,the,P,NONE,14,0
57,verifier,T144,Variable,15,0
57,with,T10,Func_Name,16,0
57,the,T143,Variable,17,0
57,object,T143,Variable,18,0
57,.,P,NONE,19,0
58,If,T119,if_else,0,0
58,the,P,NONE,1,0
58,object,T125,Variable,2,0
58,does,T126,Pred_Name,3,0
58,exist,T126,Pred_Name,4,0
58,and,T132,and,5,0
58,the,P,NONE,6,0
58,stored,T127,Variable,7,0
58,verifier,T127,Variable,8,0
58,matches,T128,Pred_Name,9,0
58,the,P,NONE,10,0
58,verifier,T129,Variable,11,0
58,provided,T130,Pred_Name,12,0
58,by,T130,Pred_Name,13,0
58,the,P,NONE,14,0
58,client,P,NONE,15,0
58,",",P,NONE,16,0
58,the,P,NONE,17,0
58,server,P,NONE,18,0
58,uses,T134,Func_Name,19,0
58,the,P,NONE,20,0
58,existing,T135,Variable,21,0
58,object,T135,Variable,22,0
58,as,T137,Func_Name,23,0
58,the,P,NONE,24,0
58,newly,T136,Variable,25,0
58,created,T136,Variable,26,0
58,object,T136,Variable,27,0
58,.,P,NONE,28,0
59,If,T120,if_else,0,0
59,the,P,NONE,1,0
59,stored,T123,Variable,2,0
59,verifier,T123,Variable,3,0
59,does,T124,Pred_Name,4,0
59,not,T124,Pred_Name,5,0
59,match,T124,Pred_Name,6,0
59,",",P,NONE,7,0
59,then,P,NONE,8,0
59,an,P,NONE,9,0
59,error,P,NONE,10,0
59,of,P,NONE,11,0
59,NFS4ERR_EXIST,T121,Value,12,0
59,is,P,NONE,13,0
59,returned,T122,Op_return,14,0
59,.,P,NONE,15,0
60,For,T107,Func_Name,0,0
60,the,P,NONE,1,0
60,target,T106,Variable,2,0
60,directory,T106,Variable,3,0
60,",",P,NONE,4,0
60,the,P,NONE,5,0
60,server,P,NONE,6,0
60,returns,T108,Op_return,7,0
60,change_info4,T104,Variable,8,0
60,information,P,NONE,9,0
60,in,T103,Func_Name,10,0
60,cinfo,T102,Variable,11,0
60,.,P,NONE,12,0
61,With,P,NONE,0,0
61,the,P,NONE,1,0
61,atomic,T109,Func_Name,2,0
61,field,T109,Func_Name,3,0
61,of,P,NONE,4,0
61,the,P,NONE,5,0
61,change_info4,T110,Variable,6,0
61,"struct,",P,NONE,7,0
61,the,P,NONE,8,0
61,server,P,NONE,9,0
61,will,P,NONE,10,0
61,indicate,P,NONE,11,0
61,if,P,NONE,12,0
61,the,P,NONE,13,0
61,before,P,NONE,14,0
61,and,P,NONE,15,0
61,after,P,NONE,16,0
61,change,P,NONE,17,0
61,attributes,P,NONE,18,0
61,were,P,NONE,19,0
61,obtained,P,NONE,20,0
61,atomically,P,NONE,21,0
61,with,P,NONE,22,0
61,respect,P,NONE,23,0
61,to,P,NONE,24,0
61,the,P,NONE,25,0
61,link,P,NONE,26,0
61,creation,P,NONE,27,0
61,.,P,NONE,28,0
62,Upon,T113,if_else,0,0
62,successful,T114,Pred_Name,1,0
62,creation,T114,Pred_Name,2,0
62,",",P,NONE,3,0
62,the,P,NONE,4,0
62,current,T115,Variable,5,0
62,filehandle,T115,Variable,6,0
62,is,P,NONE,7,0
62,replaced,T112,Func_Name,8,0
62,by,P,NONE,9,0
62,that,T116,Func_Name,10,0
62,of,T116,Func_Name,11,0
62,the,P,NONE,12,0
62,new,T117,Variable,13,0
62,object,T117,Variable,14,0
62,.,P,NONE,15,0
63,The,P,NONE,0,0
63,following,P,NONE,1,0
63,errors,P,NONE,2,0
63,apply,P,NONE,3,0
63,to,P,NONE,4,0
63,use,P,NONE,5,0
63,of,P,NONE,6,0
63,the,P,NONE,7,0
63,CLAIM_DELEGATE_PREV,P,NONE,8,0
63,claim,P,NONE,9,0
63,type:,P,NONE,10,0
63,o,P,NONE,11,0
63,NFS4ERR_NOTSUPP,T81,Value,12,0
63,is,P,NONE,13,0
63,returned,T82,Op_return,14,0
63,if,T85,if_else,15,0
63,the,P,NONE,16,0
63,server,P,NONE,17,0
63,does,T80,Pred_Name,18,0
63,not,T80,Pred_Name,19,0
63,support,T80,Pred_Name,20,0
63,this,P,NONE,21,0
63,claim,T84,Variable,22,0
63,type,T84,Variable,23,0
63,.,P,NONE,24,0
64,o,P,NONE,0,0
64,NFS4ERR_INVAL,T87,Value,1,0
64,is,P,NONE,2,0
64,returned,T86,Op_return,3,0
64,if,T91,if_else,4,0
64,the,P,NONE,5,0
64,reclaim,T92,Func_Name,6,0
64,is,P,NONE,7,0
64,done,T93,Pred_Name,8,0
64,at,T93,Pred_Name,9,0
64,an,P,NONE,10,0
64,inappropriate,T94,Variable,11,0
64,time,T94,Variable,12,0
64,",",P,NONE,13,0
64,"e.g.,",P,NONE,14,0
64,after,P,NONE,15,0
64,DELEGPURGE,P,NONE,16,0
64,has,P,NONE,17,0
64,been,P,NONE,18,0
64,done,P,NONE,19,0
64,.,P,NONE,20,0
65,o,P,NONE,0,0
65,NFS4ERR_BAD_RECLAIM,T88,Value,1,0
65,is,P,NONE,2,0
65,returned,T90,Op_return,3,0
65,if,T95,if_else,4,0
65,the,P,NONE,5,0
65,other,T96,Pred_Name,6,0
65,error,T96,Pred_Name,7,0
65,conditions,T96,Pred_Name,8,0
65,do,T96,Pred_Name,9,0
65,not,T96,Pred_Name,10,0
65,apply,T96,Pred_Name,11,0
65,and,T97,and,12,0
65,the,P,NONE,13,0
65,server,P,NONE,14,0
65,has,T100,Pred_Name,15,0
65,no,T100,Pred_Name,16,0
65,record,T100,Pred_Name,17,0
65,of,P,NONE,18,0
65,the,P,NONE,19,0
65,delegation,T101,Variable,20,0
65,whose,P,NONE,21,0
65,reclaim,T99,Func_Name,22,0
65,is,P,NONE,23,0
65,being,P,NONE,24,0
65,attempted,P,NONE,25,0
65,.,P,NONE,26,0
66,For,P,NONE,0,0
66,OPEN,P,NONE,1,0
66,requests,P,NONE,2,0
66,whose,P,NONE,3,0
66,claim,P,NONE,4,0
66,type,P,NONE,5,0
66,is,P,NONE,6,0
66,other,P,NONE,7,0
66,than,P,NONE,8,0
66,CLAIM_PREVIOUS,P,NONE,9,0
66,"(i.e.,",P,NONE,10,0
66,requests,P,NONE,11,0
66,other,P,NONE,12,0
66,than,P,NONE,13,0
66,those,P,NONE,14,0
66,devoted,P,NONE,15,0
66,to,P,NONE,16,0
66,reclaiming,P,NONE,17,0
66,opens,P,NONE,18,0
66,after,P,NONE,19,0
66,a,P,NONE,20,0
66,server,P,NONE,21,0
66,reboot),P,NONE,22,0
66,that,P,NONE,23,0
66,reach,P,NONE,24,0
66,the,P,NONE,25,0
66,server,P,NONE,26,0
66,during,P,NONE,27,0
66,its,P,NONE,28,0
66,grace,P,NONE,29,0
66,or,P,NONE,30,0
66,lease,P,NONE,31,0
66,expiration,P,NONE,32,0
66,"period,",P,NONE,33,0
66,the,P,NONE,34,0
66,server,P,NONE,35,0
66,returns,P,NONE,36,0
66,an,P,NONE,37,0
66,error,P,NONE,38,0
66,of,P,NONE,39,0
66,NFS4ERR_GRACE,T89,Value,40,0
66,.,P,NONE,41,0
67,If,T220,if_else,0,0
67,the,P,NONE,1,0
67,component,T221,Variable,2,0
67,is,T223,Pred_Name,3,0
67,of,P,NONE,4,0
67,zero,T224,Value,5,0
67,length,T222,Func_Name,6,0
67,",",P,NONE,7,0
67,NFS4ERR_INVAL,T225,Value,8,0
67,will,P,NONE,9,0
67,be,P,NONE,10,0
67,returned,T226,Op_return,11,0
67,.,P,NONE,12,0
68,If,T229,if_else,0,0
68,the,P,NONE,1,0
68,underlying,T230,Variable,2,0
68,file,T230,Variable,3,0
68,system,T230,Variable,4,0
68,at,T230,Variable,5,0
68,the,T230,Variable,6,0
68,server,T230,Variable,7,0
68,is,P,NONE,8,0
68,only,T231,Pred_Name,9,0
68,accessible,T231,Pred_Name,10,0
68,in,P,NONE,11,0
68,a,P,NONE,12,0
68,read-only,T232,Variable,13,0
68,mode,T232,Variable,14,0
68,and,T233,and,15,0
68,the,P,NONE,16,0
68,OPEN,T138,Variable,17,0
68,request,T138,Variable,18,0
68,has,P,NONE,19,0
68,specified,T234,Pred_Name,20,0
68,OPEN4_SHARE_ACCESS_WRITE,T237,Value,21,0
68,or,T236,or,22,0
68,OPEN4_SHARE_ACCESS_BOTH,T238,Value,23,0
68,",",P,NONE,24,0
68,the,P,NONE,25,0
68,server,P,NONE,26,0
68,will,P,NONE,27,0
68,return,T239,Op_return,28,0
68,NFS4ERR_ROFS,T227,Value,29,0
68,to,P,NONE,30,0
68,indicate,P,NONE,31,0
68,a,P,NONE,32,0
68,read-only,P,NONE,33,0
68,file,P,NONE,34,0
68,system,P,NONE,35,0
68,.,P,NONE,36,0
69,"Conversely,",P,NONE,0,0
69,if,T241,if_else,1,0
69,createattrs,T242,Variable,2,0
69,is,P,NONE,3,0
69,specified,P,NONE,4,0
69,and,P,NONE,5,0
69,includes,P,NONE,6,0
69,owner,P,NONE,7,0
69,or,P,NONE,8,0
69,group,P,NONE,9,0
69,(or,P,NONE,10,0
69,corresponding,P,NONE,11,0
69,ACEs),P,NONE,12,0
69,that,P,NONE,13,0
69,the,P,NONE,14,0
69,principal,P,NONE,15,0
69,in,P,NONE,16,0
69,the,P,NONE,17,0
69,RPC's,P,NONE,18,0
69,credentials,P,NONE,19,0
69,does,P,NONE,20,0
69,not,P,NONE,21,0
69,have,P,NONE,22,0
69,authorization,P,NONE,23,0
69,to,P,NONE,24,0
69,create,P,NONE,25,0
69,files,P,NONE,26,0
69,"for,",P,NONE,27,0
69,then,P,NONE,28,0
69,the,P,NONE,29,0
69,server,P,NONE,30,0
69,may,P,NONE,31,0
69,return,P,NONE,32,0
69,NFS4ERR_PERM,T228,Value,33,0
69,.,P,NONE,34,0
70,In,T210,if_else,0,0
70,the,T210,if_else,1,0
70,case,T210,if_else,2,0
70,where,P,NONE,3,0
70,an,P,NONE,4,0
70,OPEN,T235,OperationName,5,0
70,specifies,T212,Pred_Name,6,0
70,a,P,NONE,7,0
70,size,T211,Variable,8,0
70,of,P,NONE,9,0
70,zero,T213,Value,10,0
70,"(e.g.,",P,NONE,11,0
70,truncation),P,NONE,12,0
70,and,T214,and,13,0
70,the,P,NONE,14,0
70,file,T216,Variable,15,0
70,has,T215,Pred_Name,16,0
70,named,T217,Variable,17,0
70,attributes,T217,Variable,18,0
70,",",P,NONE,19,0
70,the,P,NONE,20,0
70,named,T218,Variable,21,0
70,attributes,T218,Variable,22,0
70,are,P,NONE,23,0
70,left,T219,Pred_Name,24,0
70,as,T219,Pred_Name,25,0
70,is,T219,Pred_Name,26,0
70,.,P,NONE,27,0
71,Exclusive,P,NONE,0,0
71,create,P,NONE,1,0
71,is,P,NONE,2,0
71,invoked,T148,Func_Name,3,0
71,when,T150,if_else,4,0
71,the,P,NONE,5,0
71,how,T149,Variable,6,0
71,parameter,P,NONE,7,0
71,is,T152,Pred_Name,8,0
71,EXCLUSIVE4,T153,Value,9,0
71,.,P,NONE,10,0
72,If,T154,if_else,0,0
72,the,P,NONE,1,0
72,object,T155,Variable,2,0
72,does,T156,Pred_Name,3,0
72,not,T156,Pred_Name,4,0
72,exist,T156,Pred_Name,5,0
72,",",P,NONE,6,0
72,the,P,NONE,7,0
72,server,P,NONE,8,0
72,creates,T158,Func_Name,9,0
72,the,P,NONE,10,0
72,object,T159,Variable,11,0
72,and,T160,and,12,0
72,stores,T161,Func_Name,13,0
72,the,P,NONE,14,0
72,verifier,T162,Variable,15,0
72,in,T163,Pred_Name,16,0
72,stable,T164,Pred_Name,17,0
72,storage,T165,Variable,18,0
72,.,P,NONE,19,0
73,If,T204,if_else,0,0
73,the,P,NONE,1,0
73,server,P,NONE,2,0
73,cannot,T206,Pred_Name,3,0
73,support,T206,Pred_Name,4,0
73,these,P,NONE,5,0
73,exclusive,T207,Variable,6,0
73,create,T207,Variable,7,0
73,semantics,T207,Variable,8,0
73,",",P,NONE,9,0
73,possibly,P,NONE,10,0
73,because,P,NONE,11,0
73,of,P,NONE,12,0
73,the,P,NONE,13,0
73,requirement,P,NONE,14,0
73,to,P,NONE,15,0
73,commit,P,NONE,16,0
73,the,P,NONE,17,0
73,verifier,P,NONE,18,0
73,to,P,NONE,19,0
73,stable,P,NONE,20,0
73,"storage,",P,NONE,21,0
73,it,P,NONE,22,0
73,should,P,NONE,23,0
73,fail,T208,Op_return,24,0
73,the,P,NONE,25,0
73,OPEN,P,NONE,26,0
73,request,P,NONE,27,0
73,with,P,NONE,28,0
73,the,P,NONE,29,0
73,error,P,NONE,30,0
73,NFS4ERR_NOTSUPP,T209,Value,31,0
73,.,P,NONE,32,0
74,If,T175,if_else,0,0
74,the,P,NONE,1,0
74,verifiers,T176,Variable,2,0
74,do,T177,Pred_Name,3,0
74,not,T177,Pred_Name,4,0
74,match,T177,Pred_Name,5,0
74,",",P,NONE,6,0
74,the,P,NONE,7,0
74,request,P,NONE,8,0
74,is,P,NONE,9,0
74,rejected,T174,Op_return,10,0
74,with,P,NONE,11,0
74,the,P,NONE,12,0
74,status,P,NONE,13,0
74,NFS4ERR_EXIST,T178,Value,14,0
74,.,P,NONE,15,0
75,If,T179,if_else,0,0
75,the,P,NONE,1,0
75,client,P,NONE,2,0
75,fails,T181,Pred_Name,3,0
75,to,T181,Pred_Name,4,0
75,do,T181,Pred_Name,5,0
75,this,T181,Pred_Name,6,0
75,",",P,NONE,7,0
75,the,P,NONE,8,0
75,server,P,NONE,9,0
75,must,P,NONE,10,0
75,return,T183,Op_return,11,0
75,NFS4ERR_INVAL,T184,Value,12,0
75,.,P,NONE,13,0
76,If,T185,if_else,0,0
76,the,P,NONE,1,0
76,requester,P,NONE,2,0
76,is,T186,Pred_Name,3,0
76,not,T186,Pred_Name,4,0
76,authorized,T186,Pred_Name,5,0
76,to,P,NONE,6,0
76,READ,P,NONE,7,0
76,or,P,NONE,8,0
76,WRITE,P,NONE,9,0
76,(depending,P,NONE,10,0
76,on,P,NONE,11,0
76,the,P,NONE,12,0
76,share_access,T188,Variable,13,0
76,"value),",P,NONE,14,0
76,the,P,NONE,15,0
76,server,P,NONE,16,0
76,must,P,NONE,17,0
76,return,T172,Op_return,18,0
76,NFS4ERR_ACCESS,T173,Value,19,0
76,.,P,NONE,20,0
77,If,T191,if_else,0,0
77,the,P,NONE,1,0
77,component,T199,Variable,2,0
77,provided,P,NONE,3,0
77,to,P,NONE,4,0
77,OPEN,P,NONE,5,0
77,resolves,T201,Pred_Name,6,0
77,to,P,NONE,7,0
77,something,P,NONE,8,0
77,other,P,NONE,9,0
77,than,P,NONE,10,0
